web-scraper-order,web-scraper-start-url,venue,venue-href,tabs,tabs-href,Pos,Num,Driver,Car,Time,Gap,Laps
"1601159304-2213","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/pit-stop-summary.html","null","16","Charles
                    Leclerc
                    LEC","Ferrari","29.419","null","null"
"1601159171-1469","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1054/russia/starting-grid.html","5","3","Daniel
                    Ricciardo
                    RIC","Renault","1:32.364","null","null"
"1601159326-2325","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/qualifying.html","5","4","Lando
                    Norris
                    NOR","McLaren Renault","null","null","20"
"1601159179-1504","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-2.html","20","8","Romain
                    Grosjean
                    GRO","Haas Ferrari","1:19.257","+2.268s","5"
"1601159304-2210","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/pit-stop-summary.html","null","27","Nico
                    Hulkenberg
                    HUL","Racing Point BWT Mercedes","28.981","null","null"
"1601159233-1826","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-2.html","1","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","1:43.744","","21"
"1601159164-1439","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-3.html","15","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","1:35.292","+2.013s","14"
"1601159182-1512","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-3.html","8","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","1:17.538","+1.008s","11"
"1601159382-2626","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1046/austria/starting-grid.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","1:19.273","null","null"
"1601159340-2405","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/race-result.html","5","4","Lando
                    Norris
                    NOR","McLaren Renault","null","null","52"
"1601159375-2589","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-2.html","4","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","1:04.241","+0.581s","43"
"1601159308-2249","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/fastest-laps.html","9","55","Carlos
                    Sainz
                    SAI","McLaren Renault","1:30.556","null","null"
"1601159304-2205","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/pit-stop-summary.html","null","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","28.696","null","null"
"1601159326-2340","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/qualifying.html","20","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","null","null","7"
"1601159283-2108","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1050/spain/race-result.html","9","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","null","null","65"
"1601159347-2437","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-2.html","17","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","","","2"
"1601159311-2272","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/race-result.html","12","5","Sebastian
                    Vettel
                    VET","Ferrari","null","null","52"
"1601159210-1693","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-3.html","5","44","Lewis
                    Hamilton
                    HAM","Mercedes","1:20.439","+0.350s","11"
"1601159179-1489","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-2.html","5","3","Daniel
                    Ricciardo
                    RIC","Renault","1:18.039","+1.050s","32"
"1601159350-2452","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-3.html","12","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","1:16.582","+1.145s","19"
"1601159193-1617","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","5","Sebastian
                    Vettel
                    VET","Ferrari","22.489","null","null"
"1601159222-1786","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1052/italy/fastest-laps.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","1:22.746","null","null"
"1601159236-1847","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-3.html","2","31","Esteban
                    Ocon
                    OCO","Renault","1:43.485","+0.230s","9"
"1601159193-1613","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","11","Sergio
                    Perez
                    PER","Racing Point BWT Mercedes","23.002","null","null"
"1601159226-1806","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1052/italy/race-result.html","1","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","null","null","53"
"1601159265-1985","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-3.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","1:17.222","","12"
"1601159326-2321","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/qualifying.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","null","null","22"
